title,author,genre,status,release_day,views,subscribers,rating,chapter,comments,total_comments,likes,total_likes,date,user,comment_body,post_date,upvotes,downvotes,reply_count,scrape_date
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,1,5733,594306,144798,30376719,2014-06-30,-🆀ⓦ🅔℟✟🅨-,Another LUFFY (one piece) has been created! :),"Jan 01, 2016",48410,1663,137,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,1,5733,594306,144798,30376719,2014-06-30,Catherine Chong,Enjoy 👍,"Jul 17, 2014",22980,261,17,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,1,5733,594306,144798,30376719,2014-06-30,Andy Adelangga,There is ni invitation to fighter's in Indonesia,"Jun 03, 2015",6831,178,46,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,1,5733,594306,144798,30376719,2014-06-30,This user has been deleted.,This comment has been deleted.,,0,0,24,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,1,5733,594306,144798,30376719,2014-06-30,Lauren Meadows,"ALL PEOPLE WHO ARE READING THIS LATE OR RE-READING THIS, YOU HAVE BEEN WARNED.This Webtoon is going to blow your mind. literally. I don't have a brain anymore. OK JK JK BUT SERIOUSLY Keep on reading. If you don't like action and awesomeness, you suck and stop reading, you wont like it. EVERYONE ELSE, CONTINUE READING THE COMIC OF AWESOMENESS. Thank you and goodbye. *Drops Mic, does a backflip off the stage.*","Oct 10, 2016",1626,69,29,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,1,5733,594306,144798,30376719,2014-06-30,Fiery Dreamer,"Ah, the good old days when this was just a fighting tournament.","Aug 26, 2016",822,6,11,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,1,5733,594306,144798,30376719,2014-06-30,{}𝚖𝚊𝚌𝚊𝚛𝚘𝚘𝚗{},"""No matter how big they are, I can knock them down with one punch!"" The frick are you, Saitama?","Sep 07, 2017",727,1,8,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,1,5733,594306,144798,30376719,2014-06-30,BGSans,I can't be the only one smiling like an idiot while reading this,"Jul 28, 2016",436,1,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,1,5733,594306,144798,30376719,2014-06-30,Jay Jones,The voice I gave the MC in my head is cancer I blame the dialogue,"Mar 07, 2016",300,5,8,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,1,5733,594306,144798,30376719,2014-06-30,snowgiz,if Luffy and Natsu combined...,"Mar 26, 2017",258,2,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,1,5733,594306,144798,30376719,2014-06-30,Aiden Enzign,Anyone else re-reading because they have to wait another week :/,"Jul 30, 2016",246,3,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,1,5733,594306,144798,30376719,2014-06-30,Borrito,why did he remind me of natsu,"Dec 24, 2015",206,3,9,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,1,5733,594306,144798,30376719,2014-06-30,OmegaZeroNexus,Why does this guy remind me of Rin Okumura from blue exorcist but has luffy's (one piece) personality ,"Aug 06, 2016",186,2,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,1,5733,594306,144798,30376719,2014-06-30,Geoff16,Wow. Things were really simple back here in the beginning…,"Jun 15, 2018",156,0,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,1,5733,594306,144798,30376719,2014-06-30,LightArk⚡,I'm rereading this and I can't help but foresee all the strings and the pieces falling into place. Damn. Just damn. ,"May 19, 2017",134,1,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,2,1149,594306,110712,30376719,2014-06-30,Santiago Pinilla Alvarez,I dig this guy's motivations to fight more than the one before,"Oct 07, 2014",47949,273,26,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,2,1149,594306,110712,30376719,2014-06-30,Natnat,My assistant's name is Made In Korea?,"Jun 09, 2016",39069,143,37,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,2,1149,594306,110712,30376719,2014-06-30,FloatingLion,"I lost it at ""Rub-a-dub"". XD","Jun 21, 2015",25142,127,25,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,2,1149,594306,110712,30376719,2014-06-30,Matthew Winner,I have a hard time believing that plane makes a rub a dub sound,"Jul 01, 2016",722,2,7,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,2,1149,594306,110712,30376719,2014-06-30,Arthenwel,Why does no one like the motivation of the first guy?. he wants to be the best and wants to get stronger. he has no ill intent and doesn't fight people who piss him off. you have no idea why he wants to get stronger,"May 13, 2016",564,5,8,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,2,1149,594306,110712,30376719,2014-06-30,AliceHealer,Rub-a-dub is my favorite sound effect though.,"Apr 24, 2016",234,1,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,2,1149,594306,110712,30376719,2014-06-30,Mehmet Şahin,Only ramyeon!!! İf rai was there...😱😱,"Oct 29, 2016",186,1,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,2,1149,594306,110712,30376719,2014-06-30,AliceHealer,So far we've been introduced to yugi motto (the best at what he does) and joey wheeler (fighting for someone seriously sick),"Apr 24, 2016",152,0,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,2,1149,594306,110712,30376719,2014-06-30,Jane,"Well,at least he's fighting for his friend. I like this guy ^^","Mar 07, 2016",116,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,2,1149,594306,110712,30376719,2014-06-30,KIMSANG,You guys didn't realize? The store that Daewi was working was destroyed. Who is responsible for that crashed store?!,"May 11, 2015",101,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,2,1149,594306,110712,30376719,2014-06-30,Namsuo,"everyone looks the freaking same, I hope the art and distinctions get better","Apr 08, 2016",109,9,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,2,1149,594306,110712,30376719,2014-06-30,TheBlackPot,This is kind of really hard to follow ,"May 05, 2019",70,0,7,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,2,1149,594306,110712,30376719,2014-06-30,Staciana Moore,this would make an awesome anime,"Jan 03, 2016",61,0,6,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,2,1149,594306,110712,30376719,2014-06-30,Leichen,rereading the whole thing makes me sad,"Jul 22, 2016",54,0,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,2,1149,594306,110712,30376719,2014-06-30,gregggy,wow they definitely don't tell you this much info in the first ep of the anime ,"Jul 07, 2020",48,2,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,3,1937,594306,102963,30376719,2014-06-30,Last Autumn,Oh My GODDDDD!! She was one heck of a woman!! It's been ages since i saw such a tough girl...loved it!,"Nov 29, 2015",44415,430,45,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,3,1937,594306,102963,30376719,2014-06-30,dipinmilk,How can they guarantee life in a tournament with her in it???,"Nov 13, 2015",36753,169,31,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,3,1937,594306,102963,30376719,2014-06-30,archaninehellf1,I understand what she means. But damn that was cold ,"Dec 11, 2015",28786,142,11,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,3,1937,594306,102963,30376719,2014-06-30,Candle_man,"""I'm the first female character. How could you draw me like that?!!!""lol shes the best","Jul 02, 2016",1348,4,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,3,1937,594306,102963,30376719,2014-06-30,Pained Expression,"""Rub-a-dub"", ""schoompy""... These sound effects are something else.","Nov 03, 2016",791,0,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,3,1937,594306,102963,30376719,2014-06-30,Kyandii.o3o,When your gf is way more manly then you are 😂,"Jan 06, 2017",783,9,11,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,3,1937,594306,102963,30376719,2014-06-30,Devan Finn Crooks,We going to ignore that fact that she broke their necks? Yeah? OK. ,"Dec 23, 2016",729,0,6,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,3,1937,594306,102963,30376719,2014-06-30,Rauz,haha even the escort is scarred of her,"Dec 11, 2015",587,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,3,1937,594306,102963,30376719,2014-06-30,humanelycallous,DID SHE JUST KILL THOSE GUYS?! god have mercy on the people who fight her in G.O.H.,"Jul 30, 2016",489,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,3,1937,594306,102963,30376719,2014-06-30,SangLuna,"I freakin lost it when gramps told her to find ""good seed"" lmao","Oct 14, 2016",426,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,3,1937,594306,102963,30376719,2014-06-30,MrSnowmanJoe,Did she just kill all of those dudes? ,"Oct 16, 2016",294,0,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,3,1937,594306,102963,30376719,2014-06-30,Shaenaee Diane Thompson,its nice to see a female character defending herself instead of the cliche of a female in distress,"Jun 01, 2017",179,2,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,3,1937,594306,102963,30376719,2014-06-30,nikki_hoshima,"she almost tricked me =_=""","Feb 21, 2015",155,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,3,1937,594306,102963,30376719,2014-06-30,domainisdopeman.com,I just realized that that sleepy eyes mad cow was a different guy omg ,"Mar 24, 2017",142,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,3,1937,594306,102963,30376719,2014-06-30,Malik Collins,Omg she turned into a man (OoO)!!! Strong independent Korean Woman,"Mar 11, 2016",134,6,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,4,1760,594306,100098,30376719,2014-06-30,lameka,It has action in but its also funny and silly at the same time,"Apr 12, 2015",46580,99,14,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,4,1760,594306,100098,30376719,2014-06-30,Lewis Nguyen,I had no idea there were more than 4 walls. This comic breaks them down too quickly.,"Aug 28, 2016",37157,110,20,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,4,1760,594306,100098,30376719,2014-06-30,Angelinee17,The devil face sign at the end~one of the seven wonders of Korea~,"Sep 05, 2016",6597,9,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,4,1760,594306,100098,30376719,2014-06-30,This user has been deleted.,This comment has been deleted.,,0,0,17,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,4,1760,594306,100098,30376719,2014-06-30,Janiedy,"They're good people. I mean, yes, they made a damage of 56,220,000 done in the city... but at least they got the 100,000  that old lady needed for the castration of her dog 😌 ","Sep 20, 2016",780,0,8,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,4,1760,594306,100098,30376719,2014-06-30,MissEncode,Whoa... JENNIFER LOPEZ!,"Jun 25, 2016",517,0,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,4,1760,594306,100098,30376719,2014-06-30,Destiny White,"""Oi, come here"" 😂 Oh God, whenever I see that face the voice get so deep in my mind lol ","Feb 12, 2016",348,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,4,1760,594306,100098,30376719,2014-06-30,lolipopmn69,LA CUCARACHA!!! I'm dying!,"Jan 24, 2016",325,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,4,1760,594306,100098,30376719,2014-06-30,Linn Nelowyn,"Rofl! This is too funny! 😂 ""You bad snatcher who just appeared for the story!""","Aug 20, 2015",246,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,4,1760,594306,100098,30376719,2014-06-30,GoldenSoooul,Has no one realised she was gonna castrate her dog,"Sep 02, 2016",198,2,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,4,1760,594306,100098,30376719,2014-06-30,Ddawg,I expect more 4th wall breaks in the future ,"May 22, 2016",145,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,4,1760,594306,100098,30376719,2014-06-30,GaChik,I love the newspaper! Too funny!! You saved the dog. You're a Hero!! An expensive one though. Meanwhile... Theres a new metal head in town being worshipped!! ,"Mar 10, 2017",129,1,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,4,1760,594306,100098,30376719,2014-06-30,Bradley Miller,"This Series has like 8 walls. The four it breaks in the manga, and the four it breaks in your room.","Dec 02, 2016",110,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,4,1760,594306,100098,30376719,2014-06-30,Barta Kornel Zoltán,It fits the comic perfectly that it doesn't take itself seriously. Makes you want to cringe every time they break the 4th wall.,"Jun 27, 2016",83,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,4,1760,594306,100098,30376719,2014-06-30,has been deleted,"i finally understand why ""God"" of highschool.","Jul 09, 2016",61,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,5,1636,594306,93300,30376719,2014-06-30,Eazy,Who read the president 's part in Obama's voice😂,"Apr 14, 2015",55291,198,83,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,5,1636,594306,93300,30376719,2014-06-30,David Diaz,i swear one of those fighters they were naming is adam sandler,"Aug 02, 2015",28914,111,30,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,5,1636,594306,93300,30376719,2014-06-30,audrey,Oba Mashariff.,"Apr 19, 2015",8856,35,14,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,5,1636,594306,93300,30376719,2014-06-30,This user has been deleted.,This comment has been deleted.,,0,0,48,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,5,1636,594306,93300,30376719,2014-06-30,Lyonov,the story is great. it portrayed an American getting Asians wrong once again. ,"Jun 10, 2016",1018,5,15,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,5,1636,594306,93300,30376719,2014-06-30,Samantha Young,"""I'm gonna beat you. Why? 'Cause I feel bad."" Quote of the year, lol 😂😂😂😂😂😂😂","Jun 11, 2016",547,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,5,1636,594306,93300,30376719,2014-06-30,DraPorkChop,The white hair dude seems powerful but he is afraid of the girl 😊,"May 10, 2016",508,0,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,5,1636,594306,93300,30376719,2014-06-30,( ͡° ͜ ʖ ͡°)=ε✄╰U╯,"While everyone's talking about Obama,I'm over here wondering about them bracelets and that injection ^_^","Apr 21, 2016",376,0,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,5,1636,594306,93300,30376719,2014-06-30,Vexed,I know I'm not the only one who saw Obama and Adam Sandler,"May 25, 2016",280,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,5,1636,594306,93300,30376719,2014-06-30,Erza scarlet,"hold on! does no one wonder why that guy broke into the Pentagon to speak to the President? maybe, just maybe the President is being invited to FIGHT!!! wouldn't that be dope 😂","Dec 06, 2016",248,1,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,5,1636,594306,93300,30376719,2014-06-30,suga's.swag,who else thought the person attacking Obama was trump 😂,"Mar 28, 2017",167,3,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,5,1636,594306,93300,30376719,2014-06-30,Jay Jay,Uh...are you japanese...or...chinese?... XD ROFL,"Apr 26, 2015",164,2,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,5,1636,594306,93300,30376719,2014-06-30,dipinmilk,"Making the pres look unaware of Korea, now that's just silly! It's a common American error, though, so I can see the humor.","Nov 13, 2015",124,3,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,5,1636,594306,93300,30376719,2014-06-30,Tishieshirt,I feel so dumb I literally asked myself what Obama’s last name is when I read this 😔,"Jun 11, 2020",85,0,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,5,1636,594306,93300,30376719,2014-06-30,boiwitcho🌛,"Back when Obama was our president :,(","Feb 01, 2019",86,1,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,6,1475,594306,92455,30376719,2014-06-30,xXLiquidxFireXx,Wait wait wait Level 6? There MUST be some power level hiding stuff going on. I don't believe he's that low. Then again they did say power levels where a distraction so maybe it worked?,"Nov 30, 2014",64477,126,70,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,6,1475,594306,92455,30376719,2014-06-30,Samariea Matthews,hmmmmm maybe they forgot the 0 ,"Jan 06, 2017",47307,110,67,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,6,1475,594306,92455,30376719,2014-06-30,Nathaniel Terr.xly,"If anyone has watched Dragonball Z Abridged, in the famous words of Vegeta: "" Power levels are bullshi*""","Nov 13, 2016",40973,99,85,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,6,1475,594306,92455,30376719,2014-06-30,IKE ǨȔГȮɣȔǨȉ,6? naaw my niggá it's level 666 ,"Sep 09, 2016",1084,23,7,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,6,1475,594306,92455,30376719,2014-06-30,RyuHand,"If y'all remember, he was asleep when the power levels were being read (all the monitors were beeping). I bet he's a power 6 in his sleep. XD","Mar 24, 2017",892,1,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,6,1475,594306,92455,30376719,2014-06-30,Sadistic_Walnut,THIS GUY RESEMBLES LUFFY FROM ONE PIECE SO MUCH WHY 😂😂,"Sep 16, 2016",537,4,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,6,1475,594306,92455,30376719,2014-06-30,Anthony R.,I remember reading this and thinking they were already overpowered here.My god I was wrong,"May 01, 2017",393,1,8,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,6,1475,594306,92455,30376719,2014-06-30,Sofia3,"They always do that. They make the main character look weak then, *BOOM* they become extremely strong. I hope that's he case with Jin. ","May 05, 2017",278,0,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,6,1475,594306,92455,30376719,2014-06-30,nkechi_97,Mori jumps from cute to hot so fast,"Jun 12, 2015",228,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,6,1475,594306,92455,30376719,2014-06-30,Christian Bern Libo-on,that's not Level 6. it's Level G - GOD,"Mar 12, 2018",172,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,6,1475,594306,92455,30376719,2014-06-30,i dropped my chicken,u swear that guy was using a baseball bat and hitting people on the head!,"Jul 03, 2016",98,0,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,6,1475,594306,92455,30376719,2014-06-30,.: Katia :.,"I wasn't sure of reading this, but now... I'm addicted!! It's a good thing that I have so many episodes to read!!!!!!!","Apr 12, 2015",95,1,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,6,1475,594306,92455,30376719,2014-06-30,Eli king,"I just started this series and I already know Mori AIN'T NO LVL 6 more like 6,000","Aug 20, 2018",81,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,6,1475,594306,92455,30376719,2014-06-30,anniethebelle,His eyes are filled with determination.....✨✨,"Jun 10, 2016",78,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,6,1475,594306,92455,30376719,2014-06-30,Sufy470,So my guy broke an instructors arm is power level six? Who sealed a tailed beast inside him,"Apr 28, 2020",58,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,7,1263,594306,90509,30376719,2014-06-30,Crisapex,Thanks a lot Obama...,"Jul 05, 2015",43346,636,39,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,7,1263,594306,90509,30376719,2014-06-30,Sofiya 0720,Even the staff afraid of mira 😂😂,"May 21, 2016",32492,96,23,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,7,1263,594306,90509,30376719,2014-06-30,nkechi_97,"How come the levels are only wonky when it comes to Mori XD Main Character logic man, main character logic :D","Jun 12, 2015",29456,196,36,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,7,1263,594306,90509,30376719,2014-06-30,Nerdy Alien,"Am I the only one who died laughing at the whole""What's inside is even more important wanna see?"" And then the mcs  just like Oh helllll nah And noped the F*** out of the situation 😂","Aug 31, 2016",1251,2,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,7,1263,594306,90509,30376719,2014-06-30,tony172,"""what's inside is more important wanna see?""""nope"" *pulls up pants ""you don't?"" (sounds disappointed )","Jun 17, 2016",858,3,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,7,1263,594306,90509,30376719,2014-06-30,DSandstorm,"Came for the fighting, stayed for Obama","Jan 05, 2016",617,3,9,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,7,1263,594306,90509,30376719,2014-06-30,nikki_hoshima,I like Mori's easygoing and airhead character ^^,"Feb 21, 2015",403,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,7,1263,594306,90509,30376719,2014-06-30,Tiffany Harris,"Oh, hi there Oba Ma.....shariff. Glad you found your way back to us.","Apr 30, 2015",219,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,7,1263,594306,90509,30376719,2014-06-30,Neo Aorora,I cracked up!!😆😆Mira is the best female character in this webtoon,"Jun 11, 2016",214,3,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,7,1263,594306,90509,30376719,2014-06-30,Vergil765,is it just me or did I see the Nazi symbol Edit: I looked into it and the sign is usually used for peace but is confused for the Nazi symbol because of WW2,"Aug 11, 2017",201,4,6,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,7,1263,594306,90509,30376719,2014-06-30,emonaruto,Hehe I liked the part when mira gets her sword back by almost breaking mori's neck 😛 ,"Jul 14, 2016",127,2,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,7,1263,594306,90509,30376719,2014-06-30,Arthenwel,if you think about it. the levels aren't wonky. Mori has only had 2 challenging fights at most. out of nearly 300. his growth stopped because there was no longer a need to improve. his strength was enough to win with one punch. now he has people stronger than him. that prisoner always has strong people to fight and they are always challenging him always trying to kill him.,"May 13, 2016",114,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,7,1263,594306,90509,30376719,2014-06-30,Doge Hunter,Obama is now part of God of high school and it's even more weird now,"Mar 28, 2017",89,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,7,1263,594306,90509,30376719,2014-06-30,Eric parks,they better animate Obama or else I use my civil rights beam. EDIT: MISSION FAILED RIOT TIME,"Jul 06, 2020",84,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,7,1263,594306,90509,30376719,2014-06-30,this_aint_me,it's what's inside that's more important XD that was the best way to brush of the prank,"Nov 14, 2015",69,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,8,1083,594306,90317,30376719,2014-06-30,Xenaca_Payne,Awe how nice of the biker gang to volunteer to help.,"Mar 26, 2015",59919,96,61,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,8,1083,594306,90317,30376719,2014-06-30,Caтнerιne♡,"i’m dying ""I happened to meet them"" when you read between the lines it’s ""you raided our place."" 😂😂","Jan 08, 2016",42995,233,21,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,8,1083,594306,90317,30376719,2014-06-30,kakigoori,If it was a wooden sword shouldnt it be floating instead of sinking?,"Dec 28, 2015",36622,391,125,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,8,1083,594306,90317,30376719,2014-06-30,Nathanael North,steps towards finding GOOD SEED..................,"Apr 03, 2016",741,1,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,8,1083,594306,90317,30376719,2014-06-30,has been deleted,Don't you love how He just met them on way?,"Jul 09, 2016",602,0,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,8,1083,594306,90317,30376719,2014-06-30,Not Wombat,"Wooden swords like the one Mira used would NOT float. Yes, theyre made of wood but most are made from heavier wood that sinks. Plus, Its polished so it gives the water less friction for adhesion to occur which means no, the sword wouldnt float.","Oct 13, 2017",527,1,8,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,8,1083,594306,90317,30376719,2014-06-30,Last Autumn,"I like strong girl! tsundere types r not my fav but i hate all the corny, *** weak girls!! If she was bit more straight forward, i wud have liked her more :\","Nov 29, 2015",216,13,7,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,8,1083,594306,90317,30376719,2014-06-30,Jessicaaa,Yeah he totally met the biker gang accidentally😂😂,"Apr 16, 2016",177,2,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,8,1083,594306,90317,30376719,2014-06-30,LustIan,Anyone else notice in episode 4 that very wood sword broke concret,"Feb 28, 2017",163,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,8,1083,594306,90317,30376719,2014-06-30,Meow156ninja,Why do I feel like I am watch a Naruto one piece HunterxHunter in one thing,"Jun 23, 2016",129,1,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,8,1083,594306,90317,30376719,2014-06-30,Evnnn,I wonder what Obama’s power level is,"Jul 03, 2020",104,1,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,8,1083,594306,90317,30376719,2014-06-30,GummyReading,rak best character.Wait wrong comic...,"May 02, 2020",91,0,7,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,8,1083,594306,90317,30376719,2014-06-30,queen_vava,"Everyone is saying she’s a tsundere and it’s cute but I’m just annoyed tbh. I don’t know, maybe it’s just me getting tired of the repetitive character tropes.","Jun 08, 2018",88,0,10,2022-12-29
