title,author,genre,status,release_day,views,subscribers,rating,chapter,comments,total_comments,likes,total_likes,date,user,comment_body,post_date,upvotes,downvotes,reply_count,scrape_date
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,398,1734,594306,59210,30376719,2019-01-31,«W3ßTØØN§»,Bruh remember back when Mori was a level six and it was the coolest thing ever that he could hit 13. That's crazy,"Jan 31, 2019",673,7,6,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,398,1734,594306,59210,30376719,2019-01-31,Notgo,THATS PHOTOSHOP BUT NOT MUJIN'S UNCLE SAM POSTER!?!?!🤣🤣🤣,"Jan 31, 2019",518,2,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,398,1734,594306,59210,30376719,2019-01-31,ReggieRLGA,Stabbing mubong park in the back by showing a picture of him stabbing someone else in the back... Touché,"Jan 31, 2019",413,1,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,398,1734,594306,59210,30376719,2019-01-31,(╯°□°)╯︵ ┻┻,"Y'all are gonna regret trying to kill Mori, cause that's the real truth, no fake news","Jan 31, 2019",228,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,398,1734,594306,59210,30376719,2019-01-31,Darklordnova,is everyone going to ignore the spelling error from monkey king to money king.?,"Jan 31, 2019",200,0,6,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,398,1734,594306,59210,30376719,2019-01-31,AlexNish,"who took a photo of that though? the gods bent on taking over earth literally had just stopped their attack, who decided to whip out their phone/camera to snap that pic (still, really happy they did take that because mubong's screwed 'cause of it)?","Jan 31, 2019",157,0,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,398,1734,594306,59210,30376719,2019-01-31,(╯°□°)╯︵ ┻┻,Mubong: VOTE MUBONG AS WORLD PRESIDENTMori: 'scuse me. me: I VOTE MORI,"Jan 31, 2019",109,0,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,398,1734,594306,59210,30376719,2019-01-31,MasterMind Gamin,Uncle Sam wannabe just got exposed😂😂😂,"Jan 31, 2019",88,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,398,1734,594306,59210,30376719,2019-01-31,Gods Clown,"slaves to gods? the same gods' powers that you're borrowing now and so proud of, there's got to be a limit to park's nonsense talking","Jan 31, 2019",80,0,6,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,398,1734,594306,59210,30376719,2019-01-31,Mazino Darken,Mubong Park readies to be brought down while Rachel is having 3 wishes. What the hell?,"Jan 31, 2019",54,0,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,398,1734,594306,59210,30376719,2019-01-31,Kenneth Louie,"am I the only one who noticed Mujin Park saying ""MONEY"" King.I never knew Mori was rich enough to be called the king of money😂. ","Jan 31, 2019",43,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,398,1734,594306,59210,30376719,2019-01-31,Divine_Panther,GET UR A** EXPOSED ,"Jan 31, 2019",39,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,399,975,594306,55595,30376719,2019-02-07,John Mivule,"""You got my battle suit all dirty"" meanwhile at home  ""HONEY WHERE IS MY SUPER SUIT""","Feb 07, 2019",22075,95,22,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,399,975,594306,55595,30376719,2019-02-07,~LittleNeko~385,It’s horrible how Mujin Park can just let these guys be treated this way. Screw his speech about wanting to save all humans.  He’s no better than the gods who were massacring everyone.,"Feb 07, 2019",18135,62,42,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,399,975,594306,55595,30376719,2019-02-07,Xarx,I think Ilpyo has some plan up his sleeve,"Feb 07, 2019",14749,83,40,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,399,975,594306,55595,30376719,2019-02-07,The_Mad_Titan,Let's not forget that Kim was literally puched to China and was fine during the war,"Feb 07, 2019",595,0,12,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,399,975,594306,55595,30376719,2019-02-07,oh_no_my_hamsando,how long do I have to wait to see Mubong’s a$$ get beaten,"Feb 07, 2019",265,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,399,975,594306,55595,30376719,2019-02-07,Kuroryuu,I frl feel bad for non-power borrowers like they want their family's to be treated well but its mubong park that's making the promise... so it feels like it's a empty promise,"Feb 07, 2019",255,2,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,399,975,594306,55595,30376719,2019-02-07,SilverDevil,God of highschool is now a big bad wifi joke and i love it,"Feb 07, 2019",142,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,399,975,594306,55595,30376719,2019-02-07,Doom Face,Ilpyo is up to something clever...almost..like a fox. ,"Feb 07, 2019",133,1,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,399,975,594306,55595,30376719,2019-02-07,Namitard,"Anyone saw that One Piece reference? ""thanks for lighting my cigar"" was also said by Sanji in sky Island arc. So cool","Feb 08, 2019",110,2,6,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,399,975,594306,55595,30376719,2019-02-07,Haryo Whisnu,i hate mujin park as much as i hate rachel from ToG,"Feb 07, 2019",82,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,399,975,594306,55595,30376719,2019-02-07,David Bishop,Dead batteries is exactly what Nox and the gods called nonpower borrowers before the war. ,"Feb 07, 2019",70,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,399,975,594306,55595,30376719,2019-02-07,Jhovany Segura,Pretty ironic how Mubong Park became the sole thing he hated ,"Feb 07, 2019",58,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,399,975,594306,55595,30376719,2019-02-07,moondragon19,Mr Kim. Always the badass lol,"Feb 07, 2019",49,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,399,975,594306,55595,30376719,2019-02-07,ChinkyEggroll,Vladimir Putin vs Wolverine,"Feb 07, 2019",42,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,399,975,594306,55595,30376719,2019-02-07,Ishan03,it's  sad how they use non borrowers  🙁,"Feb 07, 2019",39,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,400,1063,594306,57492,30376719,2019-02-14,TheBrandonator,damn that girl surpassed pewdiepie years ago,"Feb 14, 2019",26777,106,47,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,400,1063,594306,57492,30376719,2019-02-14,Die-HardFan,One of the best ways for Mubong to lose is to get his organs taken by Dusik like he promised a good 100+ episodes ago to Dusik back when Mubong was trying to take down the King,"Feb 14, 2019",16925,44,20,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,400,1063,594306,57492,30376719,2019-02-14,(╯°□°)╯︵ ┻┻,HAPPY 400TH UPLOADS!!! (That's a compromise),"Feb 14, 2019",10957,91,12,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,400,1063,594306,57492,30376719,2019-02-14,Sensoul,rage sleeping to beat a dream god is amazing in it's own right but the fact taht he managed to get back into the same dream again is more amazing,"Feb 14, 2019",604,0,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,400,1063,594306,57492,30376719,2019-02-14,tunde-sama,The guy slept for 1456 days.... that’s 3.98 years.... this is episode 398.... gg author,"Feb 14, 2019",582,0,7,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,400,1063,594306,57492,30376719,2019-02-14,Ceroth ,"""Poverty means Money"" - Dusik Kim 2019. What a great year this is.","Feb 14, 2019",301,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,400,1063,594306,57492,30376719,2019-02-14,blakrabbit _4,"Dusik Kim: ""Zues I will defeat you!"" Zues: ""In your dreams.""  Dusik Kim: ""Ok."" *dreams about defeating Zues*","Feb 14, 2019",269,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,400,1063,594306,57492,30376719,2019-02-14,WellThatsYourOpinion,The guy took a punch that sent him to China. I think the other dude needs improvments.,"Feb 14, 2019",205,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,400,1063,594306,57492,30376719,2019-02-14,Donniedrako,Kim is the strongest character in G.O.H now he literally is productive while sleeping. I don’t know about you guys but that makes him the manifest of men,"Feb 14, 2019",155,0,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,400,1063,594306,57492,30376719,2019-02-14,HARRYSBUM,"""What's for lunch"" the thought crosses my mind very often😂","Feb 14, 2019",124,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,400,1063,594306,57492,30376719,2019-02-14,stream_mono,dusik's pyjamas are so cute owo,"Feb 14, 2019",102,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,400,1063,594306,57492,30376719,2019-02-14,Lucifer Morningstar,WE ACCEPT ORGAN DONATIONS,"Feb 14, 2019",82,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,400,1063,594306,57492,30376719,2019-02-14,Dedrick Jones,so if Mira is the kings body and deiwi is the kings mind would their son be the one true king ,"Feb 14, 2019",77,3,8,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,400,1063,594306,57492,30376719,2019-02-14,David Man,Remember when he got punched to another country?,"Feb 14, 2019",50,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,400,1063,594306,57492,30376719,2019-02-14,Srish777,So this means non-power borrowers can potentially fight gods equally. Sounds like there's gonna be another war of epic proportions.,"Feb 14, 2019",50,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,401,1268,594306,54707,30376719,2019-02-21,🥔Potato of Love ❤️,"OOf got stabbed, like how he did with mori ","Feb 21, 2019",26214,52,31,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,401,1268,594306,54707,30376719,2019-02-21,ChevyLife4,He deserves what comes to him but Mori has to be the one to defeat him sorry,"Feb 21, 2019",18223,90,6,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,401,1268,594306,54707,30376719,2019-02-21,phroggu kissu,....Mori could've just single-handedly picked it up like no big deal,"Feb 21, 2019",15480,55,24,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,401,1268,594306,54707,30376719,2019-02-21,ksam810,so you're telling me some random nobody just walks up pass all these superhuman guards to one of the most powerful (physically and positionally) men on the planet and just stabs him? This super intelligent guy who made a 17 year plan didn't see this coming? I call shenanigans.,"Feb 21, 2019",564,0,10,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,401,1268,594306,54707,30376719,2019-02-21,fallaparttwiceaday,"STAB HIM,ITS PROBABLY JUST ANOTHER ACT MADE UP BY MUBONG ","Feb 21, 2019",289,1,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,401,1268,594306,54707,30376719,2019-02-21,Uzumaki🍥🍜Hana🌹,"Yes he is a god, the god of betrayal.  Screw you Mubong,you killed grandpa Tae-jin,betrayed and broke  our beloved little Mori heart, you separated our fav ship,caused many or all of the deaths of the previous 'The six',you didn't care about Il-pyo and the others when they nearly died and the list still goes on...and you still call yourself leader?! *cough* now that I freed myself with these thought, *claps hands* amazing work as always! We all hope you rest and thank you for publishing the ep<3","Feb 21, 2019",186,1,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,401,1268,594306,54707,30376719,2019-02-21,AmaLizzy,I like how Yeoui doesn’t move at all :) even with those borrowed powers working against it. I guess borrowed doesn’t match up to the real deal ,"Feb 21, 2019",155,1,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,401,1268,594306,54707,30376719,2019-02-21,sonicbrink,so its easier to restore a section of a destroyed country than it is to pick up yeoui🤣,"Feb 21, 2019",115,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,401,1268,594306,54707,30376719,2019-02-21,Manuel Nunez (malex360),i have a 90% feeling that the stabbing was planned by him. reason why i don't know yet.,"Feb 21, 2019",100,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,401,1268,594306,54707,30376719,2019-02-21,REKarma End,You had one job guards,"Feb 21, 2019",70,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,401,1268,594306,54707,30376719,2019-02-21,candyfloss._,to whoever stabbed himGood Job!!!!! 👍😀😊,"Feb 21, 2019",55,1,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,401,1268,594306,54707,30376719,2019-02-21,DeadfoxX,Pretty sure the guy who stabbed him was on his side. He probably set that up so people could side with him. ,"Feb 21, 2019",48,0,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,401,1268,594306,54707,30376719,2019-02-21,LazySloth,Probably a staged assassination attempt to win back public favor ,"Feb 21, 2019",37,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,401,1268,594306,54707,30376719,2019-02-21,Josiah Macailing,They forgot about shaggy he can lift yeoui ,"Feb 21, 2019",38,1,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,401,1268,594306,54707,30376719,2019-02-21,DDay123,I miss King Uma!!! 😭😭 Bring back my Oxen Goddess!!!,"Feb 21, 2019",34,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,402,1174,594306,57233,30376719,2019-02-28,Quirkz,"these people who support mubong  are so bipolar.... *president shown stabbing mori's grandfather* ""BOO YOU'RE NOT GOOD"" *mubong being stabbed* ""RATINGS GO UP""... manipulation at its finest","Feb 28, 2019",23492,87,50,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,402,1174,594306,57233,30376719,2019-02-28,(╯°□°)╯︵ ┻┻,"""Thought I'd let off some steam""  beautiful, just beautiful","Feb 28, 2019",17238,52,11,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,402,1174,594306,57233,30376719,2019-02-28,aaron jacob,Guess who’s back... back again,"Feb 28, 2019",15380,56,24,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,402,1174,594306,57233,30376719,2019-02-28,Sugar Daddy 415,Daewi Do your worst... Mori Destroys half neighborhood ,"Feb 28, 2019",506,1,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,402,1174,594306,57233,30376719,2019-02-28,(╯°□°)╯︵ ┻┻,"""just trust your LAME BROTHER and the jade emperor"" crush vs sibling, guess who is who","Feb 28, 2019",367,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,402,1174,594306,57233,30376719,2019-02-28,kagito,This series just shows what real politics looks like. The people know only what is shown to them ,"Feb 28, 2019",277,2,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,402,1174,594306,57233,30376719,2019-02-28,zekingofsouls,I missed that hairstyle ,"Feb 28, 2019",197,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,402,1174,594306,57233,30376719,2019-02-28,Zaynab Chowdhury,"he protecc, he attacc, but he let the houses cracc","Feb 28, 2019",149,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,402,1174,594306,57233,30376719,2019-02-28,ZapTor,Happy 400th Episode.,"Feb 28, 2019",141,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,402,1174,594306,57233,30376719,2019-02-28,Mazino Darken,"Mubong is the worst! He used a kid for suicide attack? Come on man! Nothing more cowardice than that. Use lie to manipulate people, fake act to become the hero, backstabbing to gain trust. Got a lot of idea for my villain in my novel.","Feb 28, 2019",132,1,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,402,1174,594306,57233,30376719,2019-02-28,Meester JibTron,"MAN SAID ""let of some steam "" THIS MAN BADASS AF","Feb 28, 2019",96,1,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,402,1174,594306,57233,30376719,2019-02-28,acivon,Uh.... is it weird that i dislike the so called world president even more. he's on par with umbridge.,"Feb 28, 2019",80,0,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,402,1174,594306,57233,30376719,2019-02-28,skullytf,Am I the only one who imagines Mori’s voice gets deeper when he goes into OG form?,"Feb 28, 2019",74,1,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,402,1174,594306,57233,30376719,2019-02-28,Laquan Crasher Charlemagne,Its kinda refreshing to see Mori with hair again ,"Feb 28, 2019",69,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,402,1174,594306,57233,30376719,2019-02-28,Luis,at this point i don't really know which side Ilpyo is in.,"Feb 28, 2019",51,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,403,2291,594306,57686,30376719,2019-03-07,plugman,its amazing how the executives are so loyal but they all understand they are bad people for betraying mori and it's good story telling to see him so upset with himself for doing what he has done,"Mar 07, 2019",20590,56,14,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,403,2291,594306,57686,30376719,2019-03-07,Hi it’s me,"To show you the power of flex tape, I divided the power borrowers and genuine fighters in half                              Edit: That's a lotta likes Also: T H A T S A L O T T A D A M A G E (hehehe read the replies)","Mar 07, 2019",13359,133,30,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,403,2291,594306,57686,30376719,2019-03-07,Giovanni Ritchie Putra,So Osama become a borrowed power,"Mar 07, 2019",12225,379,45,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,403,2291,594306,57686,30376719,2019-03-07,Farah Edora,As a fellow muslim it’s sad to see the word ‘jihad’ is now associated with suicide bombing. All I can say is that jihad does not mean suicide bombing. It means to sacrifice but it’s not saying to literally sacrifice your life. Those ‘muslims’ who used jihad to justify suicide bombing are sick. I still love this webtoon tho EDIT: Thnks author for taking the time to hear us out. It’s sensitive to us bcos ppl out here irl are getting attacked bcos of that stereotype and my intention was to educate,"Mar 07, 2019",1743,113,43,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,403,2291,594306,57686,30376719,2019-03-07,bossben324,"Hoping this WEBTOON doesn’t get a fast pass , because at this rate I’ll be joining the homeless association. 😂😂😂","Mar 07, 2019",564,3,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,403,2291,594306,57686,30376719,2019-03-07,eerkez ereve,"The naming ""Jihad"" as suicide/special ability is kinda making me . ""Wtf, this is how they think jihad mean? ISIS really make our religion that bad in people eye eh?"" ","Mar 07, 2019",516,46,9,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,403,2291,594306,57686,30376719,2019-03-07,24carats,thank you alqaeda and friends for ruining the word jihad,"Mar 07, 2019",295,14,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,403,2291,594306,57686,30376719,2019-03-07,Pandji Dimas F,"Jihad is not suicide bomb. it means strugle for good things. example: if you want to be a doctor then you study at medical school and you meant it, you can be said to doing jihad. islam is not terorist religion. islamophobia !!?? if you meet a muslim with bad behaviour and bring doom, it means that muslim person is bad.. not the ISLAM.  if you have an 100 apples on apple tree, then 12 of them are rotten.. is it fair to call the rest 88 apples are rotten too !? nope ! 🤗😊","Mar 07, 2019",320,36,7,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,403,2291,594306,57686,30376719,2019-03-07,yhwach,for the people complaining that the muslim audience are hypocrites for being triggered. the issue with it is how relevant it is today and how misrepresentation is affecting the perception of this group. jihad does not mean suicide bombing but non-muslims tie the term between islam and terrorism and this is what is most concerning. the radical muslims who in fact arent representative of the religion at all are terrible terrible people and its ok to shit on them bc even regular muslims shit on em.,"Mar 07, 2019",241,26,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,403,2291,594306,57686,30376719,2019-03-07,Eka Septiyawati,"i want to reexplain the right meaning of jihad. jihad not suicide bomb...please do think like that...in islam suicide is worst sin n not have mercy. jihad which literally means fighting or struggling, especially with a commendable goal. many ways for jihad, not just war. teaching, marrying and caring for children and husbands are also a jihad. in the sense of jihad it struggles to get closer to God in kindness. ","Mar 07, 2019",154,21,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,403,2291,594306,57686,30376719,2019-03-07,Dlorah Deft,FOR THOSE WANTING TO KNOW WHAT WAS THE OFFENSIVE PANEL. IT WAS SAYING THAT OSAMA BIN LADEN IS A BORROWED POWER WHICH IS SUICIDE BOMBING AND YOU COULD UNDERSTAND WHY THAT IS OFFENSIVE GIVEN THE STEREOTYPES IT HAVE AROUND ISLAM SO I UNDERSTAND WHY THE AUTHOR TOOK IT OUT ALSO I'M GRATEFUL I GOT TO READ THE FULL STORY,"Jun 07, 2019",102,12,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,403,2291,594306,57686,30376719,2019-03-07,Megat Ahmad,Love this manhwa but have to correct you on this matter. I believe the author might misunderstood on the meaning of jihad. Jihad is not suicide bombing. Hope you guys can clear it out on next episode. Thanks :),"Mar 07, 2019",109,16,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,403,2291,594306,57686,30376719,2019-03-07,Blanket-Guy,"When Michael the Archangel killed lots of innocent people it didn't offend my Christian religion. I know why the Islamic community may be a bit upset about this as Jihad doesn't mean suicide bombing, but realise that this is a comic and literally all the God's in the last season tried to destroy hum*** so the Author isn't just targeting Islam, it's just his way of telling a story.","May 04, 2019",89,15,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,403,2291,594306,57686,30376719,2019-03-07,ahad25,"I am muslim and I love this comic as well as the author also I didn't feel offended at all because there are people who use Jihad as an excuse to bomb themselves . The author only used what is happening in the world as a reference , she did not fabricate anything to attack us as muslims.THERE IS NO NEED TO APOLOGIZE.","Mar 17, 2019",56,5,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,403,2291,594306,57686,30376719,2019-03-07,MIN SUGA💜💜,This webtoon deserves more smh,"Mar 07, 2019",51,4,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,404,1335,594306,55685,30376719,2019-03-14,(╯°□°)╯︵ ┻┻,"When Mori pulls out an original, you know you're dead","Mar 14, 2019",21785,39,16,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,404,1335,594306,55685,30376719,2019-03-14,Silvershadow494,DEANN DONT DO ITTTTTTT. DONT BETRAY UR SENPAII,"Mar 14, 2019",17076,127,30,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,404,1335,594306,55685,30376719,2019-03-14,Hollow,Kid cant be trained if he gives away all his organs though....,"Mar 14, 2019",16161,92,41,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,404,1335,594306,55685,30376719,2019-03-14,xSaiyanx,Why is Generation X made of up a bunch of knockoffs if other shounen characters?,"Mar 14, 2019",502,7,13,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,404,1335,594306,55685,30376719,2019-03-14,Homie James,I swear if they kill Dusik Kim aka my top 5 favorite character Mori can sit tight because I'll beat all their a$$es myself,"Mar 14, 2019",419,0,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,404,1335,594306,55685,30376719,2019-03-14,Jenae~,I’m honestly triggered. Dean is pissing me off. Mori was kind enough to help Dean get stronger and how does Dean repay him? By siding with the “wOrLd PreSIdeNt” mori’s enemy. Like honestly I get that he saved ur life and shit but still without moris help you wouldn’t even be needed like at least stay outta this shit,"Mar 14, 2019",273,20,11,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,404,1335,594306,55685,30376719,2019-03-14,Valter Cocco,"That's Urek Mazino, you guys are screwed! ","Mar 14, 2019",189,0,8,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,404,1335,594306,55685,30376719,2019-03-14,BudoAction,"Man, Dusik Kim just keeps getting more awesome by the chapter, and now he's got an equally badass apprentice under his wing. Hope he and the kid show Gen X what real strength is. If not, then I hope Daewi and Mori are on the way.","Mar 14, 2019",162,0,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,404,1335,594306,55685,30376719,2019-03-14,Bite-the-Dusto,bro leave my loan shark alone,"Mar 14, 2019",134,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,404,1335,594306,55685,30376719,2019-03-14,Phonsekal D-rak,"Generation X members: Astro Boy, Astro Boy’s long lost twin brother, former Arrancar, young Shalnark, Urek Mazino’s data nemesis, Jinora, and Mori’s legacy.","Mar 14, 2019",108,0,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,404,1335,594306,55685,30376719,2019-03-14,Stormthinker,"Ooh, look, Astro Boy and Astro Twin.","Mar 14, 2019",96,0,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,404,1335,594306,55685,30376719,2019-03-14,TetetsutetsuTetetsu,They look like a reject kpop group,"Mar 14, 2019",98,1,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,404,1335,594306,55685,30376719,2019-03-14,KING,I feel bad for these kids because we all know that’s he’s only using them because he’s not strong enough to beat Mori. I feel like by the time they realize that most of them might be dead.,"Mar 14, 2019",65,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,404,1335,594306,55685,30376719,2019-03-14,K1LL3R4DAYS,mori jin bouta go sicko mode on park,"Mar 14, 2019",56,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,404,1335,594306,55685,30376719,2019-03-14,aer0habibi,oh look it's astro gon and astro killua,"Mar 14, 2019",53,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,405,1350,594306,54809,30376719,2019-03-21,(╯°□°)╯︵ ┻┻,Realizing that Mori is gonna beat them all later on easier than Dusik can,"Mar 21, 2019",20029,72,16,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,405,1350,594306,54809,30376719,2019-03-21,PStorms,Full counter?,"Mar 21, 2019",16400,72,45,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,405,1350,594306,54809,30376719,2019-03-21,epicmanxxx,I jop Dusik can beat them,"Mar 21, 2019",11198,55,30,2022-12-29
