title,author,genre,status,release_day,views,subscribers,rating,chapter,chapter_length,comments,total_comments,likes,total_likes,date,user,comment_body,post_date,upvotes,downvotes,reply_count,scrape_date
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,45,151879,12020,2211694,295256,51786488,2019-06-04,Adamari Jimenez,He really said “is this your hair tie?” He wanted  a reason to go see her sksksksks,2019-05-16,2195,4,11,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,45,151879,12020,2211694,295256,51786488,2019-06-04,Slothqueen6453,Me Flirting: So do you like bread? ,2019-05-14,1804,7,40,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,45,151879,12020,2211694,295256,51786488,2019-06-04,TitansAreMyTrigger,I love Jugyeong but sometimes I just can't deal with how stupid she is at times 😒,2019-05-14,1445,21,10,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,45,151879,12020,2211694,295256,51786488,2019-06-04,SunshineAura,I fully appreciate the facial expressions the author gives Jugyeong 😂,2019-05-14,1317,3,6,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,45,151879,12020,2211694,295256,51786488,2019-06-04,savannahb3833,"Never play hard to get, just be yourself. Especially when that boy already likes you. I ship it with Suho.",2019-05-14,1028,5,4,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,45,151879,12020,2211694,295256,51786488,2019-06-04,TheBangtanMensWife💍,"Suho has literally everything a man should have to stay with Jugyeong he doesn't flirt or even invite the possibility of another girl, He saved her freakin life still likes her without makeup, he actually knows her, like that she loves scary movies/books and the kind of person she is and he's literally always there for her 😭 like how can yall wanna ship her with anyone else lol 💁‍♀️🤦‍♀️",2019-05-18,932,7,12,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,45,151879,12020,2211694,295256,51786488,2019-06-04,Lauren Minor Harrahill,Anyone else read this and get those painful twinges where you remember what flirting as a teenager was like?,2019-05-14,531,3,14,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,45,151879,12020,2211694,295256,51786488,2019-06-04,Felix Felicis 687,My theory: all the accounts that told JugYeong to act cold were really made by SeoJun,2019-05-14,476,7,11,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,45,151879,12020,2211694,295256,51786488,2019-06-04,Melody McNally,oh no....what if suho sees jugyeong and seojun in the cafe??? then he'll think that jugyeong and seojun are dating and that's why she's been so distant 😭😭 JEGYEONG YOUR DOING THE WRONG THING T-T,2019-05-14,470,9,11,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,46,162863,9809,2211694,292482,51786488,2019-06-11,bo0tymuncher,Ah she looks so cute with fluffy hair,2019-05-21,144176,498,54,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,46,162863,9809,2211694,292482,51786488,2019-06-11,anime.sweet.heart,"wow even sua can't decide who to ship her with..edit: wow!! my first top comment, im honored! anyways the responses are awesome lol keep'em going ",2019-05-21,118190,442,62,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,46,162863,9809,2211694,292482,51786488,2019-06-11,jufb,"I feel really bad for Seojun, he's a very nice dude that also hides his true self mainly due to the past he shares with Suho. I find him particularly strong and very thoughtful tho he likes to not show it. I really hope he finds someone that will care for him the same way he cares for jugyeongedit: spelling",2019-05-21,20769,46,31,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,46,162863,9809,2211694,292482,51786488,2019-06-11,This user has been deleted.,This comment has been deleted.,,0,0,173,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,46,162863,9809,2211694,292482,51786488,2019-06-11,Kristy Lively,So I’m team Suho but I’m really feeling bad for Seojun. I don’t want him to get his heart broken. But so far that we know of Seojun hasn’t seen her without makeup. It’s questionable if he recognized her when they met in school after the restaurant encounter. We know Suho likes all of her. They are cute together. ,2019-05-21,2837,10,14,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,46,162863,9809,2211694,292482,51786488,2019-06-11,Kat Elizabeth,it better be suho’s sister because i’m not prepared to fight another hoe,2019-05-21,1962,23,17,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,46,162863,9809,2211694,292482,51786488,2019-06-11,Cindy Ngo,"I’m 100% Team Suho, but I feel bad for Seojun because he genuinely seems like a good guy ",2019-05-21,1392,7,8,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,46,162863,9809,2211694,292482,51786488,2019-06-11,_.Demalic._,"GIRL STAHP HIDING, WALK UP, SAY HI, GRAB HIS HAND, & TAKE YA MANS! ",2019-05-21,1003,5,7,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,46,162863,9809,2211694,292482,51786488,2019-06-11,Reamargay ,I swear every single character is attractive I don’t care if they are wearing makeup I could never look this good. I swear even the side characters who aren’t even in the Webtoon that much is beautiful. I swear every time I read this I love seeing suho but my self esteem goes down😅,2019-05-21,867,6,7,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,46,162863,9809,2211694,292482,51786488,2019-06-11,almondangie,"""I don't even know his blood type"" gurl I don't even know my own blood type",2019-06-11,799,1,19,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,46,162863,9809,2211694,292482,51786488,2019-06-11,Gabs 🌟☄,"I feel so bad for Seojun :( It must be disappointing to see your crush blushing because of another guy (and that guy is his friend, which makes everything worse). But I'm also scared about his reaction when he sees Jugyeong without any makeup. Not sure if he will accept it so easily like Suho ",2019-05-21,743,4,10,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,46,162863,9809,2211694,292482,51786488,2019-06-11,Ziggy84,Sorry sis but you just don't play chic with a boy that got hit by a bus for you fyi,2019-05-21,629,3,5,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,46,162863,9809,2211694,292482,51786488,2019-06-11,Jaeise,I feel like that cleansing oil will improve her skin and reduce the acne so then she wouldn't apply makeup that much!,2019-05-21,538,3,4,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,46,162863,9809,2211694,292482,51786488,2019-06-11,한서준씨,Can... she... date... b...oth... pls,2019-05-22,574,32,16,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,46,162863,9809,2211694,292482,51786488,2019-06-11,Scarlett_Millan,"Date the guy that comes running to meet you when you message him ooooorrrrrr the guy that saves you from a bus , first guy to see you for who you truly are and blushes a ton when he sees you🤔🤔",2019-05-21,360,7,10,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,47,133841,17031,2211694,302140,51786488,2019-06-18,MadMaleficent,these boys not appreciating how long it takes to do hair. smh,2019-05-28,290709,452,251,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,47,133841,17031,2211694,302140,51786488,2019-06-18,YEET (ノಠ益ಠ)ノ彡┻━┻,"HE SAID IT, HE SAID IT WAS A DATE!!!",2019-05-28,229913,646,102,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,47,133841,17031,2211694,302140,51786488,2019-06-18,Reamargay ,I swear I have spent so much money on this Webtoon😂😂..... for the people confused people who have the app on a mobile device it pc can spend money to see the chapter earlier than others. Edit: I have it on mobile I didn’t mean it wasn’t on mobile I just went back and reread my comment and I worded it terrible. I left the comment the same for people to make fun of me for being stupid. I typed it really quickly so it didn’t come out like I wanted. Supposed to be comma between confused and people,2019-05-28,102442,1789,178,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,47,133841,17031,2211694,302140,51786488,2019-06-18,Miss Peepsie,[Suho]: We're on a date. [Seojun]: Oh cool. I'll just stick around then.      ,2019-05-28,7132,13,22,2023-01-06
True Beauty,Yaongyi,romance,ongoing,wednesday,959300000,7300000,9.49,47,133841,17031,2211694,302140,51786488,2019-06-18,anime.sweet.heart,"suho tries to tie her shoes, asks her about her day, buys her food, texts her first, the list could go on and she still thinks he doesn't like her",2019-05-28,5749,3,39,2023-01-06
